id,date,year,has_text,V1,V3,V4,who
vc-1705-43,1705-02-12,1705,1,1,0,0,general
vc-1705-44,1705-02-13,1705,1,1,0,0,general
vc-1705-45,1705-02-14,1705,1,0,0,0,
vc-1705-46,1705-02-15,1705,1,1,0,0,general
vc-1705-47,1705-02-16,1705,1,1,0,0,settlers
vc-1705-48,1705-02-17,1705,1,1,0,1,soldiers_sailors|settlers
vc-1705-49,1705-02-18,1705,1,1,0,0,general
vc-1705-50,1705-02-19,1705,1,1,0,0,soldiers_sailors|settlers
vc-1705-51,1705-02-20,1705,1,0,0,0,
vc-1705-52,1705-02-21,1705,1,1,0,0,general
vc-1705-53,1705-02-22,1705,1,1,0,0,general
vc-1705-54,1705-02-23,1705,1,0,0,0,
vc-1705-55,1705-02-24,1705,1,0,0,0,
vc-1705-56,1705-02-25,1705,1,1,0,0,general
vc-1705-57,1705-02-26,1705,1,1,0,0,general
vc-1705-58,1705-02-27,1705,1,1,0,0,general
vc-1705-59,1705-02-28,1705,1,1,0,0,settlers
vc-1705-60,1705-03-01,1705,1,0,0,0,
vc-1705-61,1705-03-02,1705,1,1,0,0,settlers
vc-1705-62,1705-03-03,1705,1,1,0,0,settlers
vc-1705-63,1705-03-04,1705,1,0,0,0,
vc-1705-64,1705-03-05,1705,1,0,0,0,
vc-1705-65,1705-03-06,1705,1,1,0,1,general
vc-1705-66,1705-03-07,1705,1,1,0,0,general
vc-1705-67,1705-03-08,1705,1,1,0,0,general
vc-1705-68,1705-03-09,1705,1,1,0,0,settlers
vc-1705-69,1705-03-10,1705,1,1,0,0,general
vc-1705-70,1705-03-11,1705,1,0,0,0,
vc-1705-71,1705-03-12,1705,1,1,0,0,soldiers_sailors
vc-1705-72,1705-03-13,1705,1,1,0,0,general
vc-1705-73,1705-03-14,1705,1,0,0,0,
vc-1705-74,1705-03-15,1705,1,0,0,0,
vc-1705-75,1705-03-16,1705,1,0,0,0,
vc-1705-76,1705-03-17,1705,1,1,0,0,general
vc-1705-77,1705-03-18,1705,1,1,0,0,general
vc-1705-78,1705-03-19,1705,1,1,0,0,general
vc-1705-79,1705-03-20,1705,1,0,0,0,
vc-1705-80,1705-03-21,1705,1,0,0,0,
vc-1705-81,1705-03-22,1705,1,0,0,0,
vc-1705-82,1705-03-23,1705,1,0,0,0,
vc-1705-83,1705-03-24,1705,1,1,0,0,soldiers_sailors
vc-1705-84,1705-03-25,1705,1,0,0,0,
vc-1705-85,1705-03-26,1705,1,0,0,0,
vc-1705-86,1705-03-27,1705,1,0,0,0,
vc-1705-87,1705-03-28,1705,1,0,0,0,
vc-1705-88,1705-03-29,1705,1,1,0,0,general
vc-1705-89,1705-03-30,1705,1,0,0,0,
vc-1705-90,1705-03-31,1705,1,0,0,0,
vc-1705-91,1705-04-01,1705,1,0,0,0,
vc-1705-92,1705-04-02,1705,1,1,0,0,general
vc-1705-93,1705-04-03,1705,1,1,0,0,general
vc-1705-94,1705-04-04,1705,1,1,0,0,settlers
vc-1705-95,1705-04-05,1705,1,0,0,0,
vc-1705-96,1705-04-06,1705,1,1,0,0,general
vc-1705-97,1705-04-07,1705,1,1,0,0,private_slaves|settlers
vc-1705-98,1705-04-08,1705,1,0,0,0,
vc-1705-99,1705-04-09,1705,1,1,0,0,general
vc-1705-100,1705-04-10,1705,1,0,0,0,
vc-1705-101,1705-04-11,1705,1,0,0,0,
vc-1705-102,1705-04-12,1705,1,1,0,0,general
vc-1705-103,1705-04-13,1705,1,1,0,0,general
vc-1705-104,1705-04-14,1705,1,1,0,0,general
vc-1705-105,1705-04-15,1705,1,0,0,0,
vc-1705-106,1705-04-16,1705,1,0,0,0,
vc-1705-107,1705-04-17,1705,1,1,0,0,general
vc-1705-108,1705-04-18,1705,1,0,0,0,
vc-1705-109,1705-04-19,1705,1,1,0,0,general
vc-1705-110,1705-04-20,1705,1,1,0,0,general
vc-1705-111,1705-04-21,1705,1,0,0,0,
vc-1705-112,1705-04-22,1705,1,1,0,0,general
vc-1705-113,1705-04-23,1705,1,0,0,0,
vc-1705-114,1705-04-24,1705,1,1,0,0,settlers
vc-1705-115,1705-04-25,1705,1,0,0,0,
vc-1705-116,1705-04-26,1705,1,1,0,0,general
vc-1705-117,1705-04-27,1705,1,1,0,0,general
vc-1705-118,1705-04-28,1705,1,1,0,0,general
vc-1705-119,1705-04-29,1705,1,1,0,0,general
vc-1705-120,1705-04-30,1705,1,1,0,0,general
vc-1705-121,1705-05-01,1705,1,0,0,0,
vc-1705-122,1705-05-02,1705,1,1,0,0,general
vc-1705-123,1705-05-03,1705,1,0,0,0,
vc-1705-124,1705-05-04,1705,1,0,0,0,
vc-1705-125,1705-05-05,1705,1,1,0,0,general
vc-1705-126,1705-05-06,1705,1,0,0,0,
vc-1705-127,1705-05-07,1705,1,1,0,0,soldiers_sailors
vc-1705-128,1705-05-08,1705,1,0,0,0,
vc-1705-129,1705-05-09,1705,1,1,0,1,soldiers_sailors
vc-1705-130,1705-05-10,1705,1,0,0,0,
vc-1705-131,1705-05-11,1705,1,1,0,0,general
vc-1705-132,1705-05-12,1705,1,1,0,0,settlers
vc-1705-133,1705-05-13,1705,1,0,0,0,
vc-1705-134,1705-05-14,1705,1,1,0,0,soldiers_sailors
vc-1705-135,1705-05-15,1705,1,1,0,0,general
vc-1705-136,1705-05-16,1705,1,0,0,0,
vc-1705-137,1705-05-17,1705,1,1,0,0,general
vc-1705-138,1705-05-18,1705,1,1,0,0,private_slaves|soldiers_sailors
vc-1705-139,1705-05-19,1705,1,1,0,0,settlers
vc-1705-140,1705-05-20,1705,1,1,0,1,soldiers_sailors
vc-1705-141,1705-05-21,1705,1,1,0,0,settlers
vc-1705-142,1705-05-22,1705,1,0,0,0,
vc-1705-143,1705-05-23,1705,1,1,0,0,general
vc-1705-144,1705-05-24,1705,1,1,0,0,general
vc-1705-145,1705-05-25,1705,1,1,0,0,general
vc-1705-146,1705-05-26,1705,1,1,0,0,general
vc-1705-147,1705-05-27,1705,1,0,0,0,
vc-1705-148,1705-05-28,1705,1,1,0,0,settlers
vc-1705-149,1705-05-29,1705,1,1,0,1,general
vc-1705-150,1705-05-30,1705,1,1,0,0,general
vc-1705-151,1705-05-31,1705,1,1,0,0,general
vc-1705-152,1705-06-01,1705,1,0,0,0,
vc-1705-153,1705-06-02,1705,1,0,0,0,
vc-1705-154,1705-06-03,1705,1,0,0,0,
vc-1705-155,1705-06-04,1705,1,1,0,0,soldiers_sailors
vc-1705-156,1705-06-05,1705,1,1,0,0,general
vc-1705-157,1705-06-06,1705,1,1,0,0,private_slaves|soldiers_sailors
vc-1705-158,1705-06-07,1705,1,1,0,0,general
vc-1705-159,1705-06-08,1705,1,1,0,0,general
vc-1705-160,1705-06-09,1705,1,0,0,0,
vc-1705-161,1705-06-10,1705,1,1,0,0,private_slaves|soldiers_sailors|settlers
vc-1705-162,1705-06-11,1705,1,1,0,0,general
vc-1705-163,1705-06-12,1705,1,1,0,1,general
vc-1705-164,1705-06-13,1705,1,0,0,0,
vc-1705-165,1705-06-14,1705,1,1,0,0,general
vc-1705-166,1705-06-15,1705,1,0,0,0,
vc-1705-167,1705-06-16,1705,1,1,0,0,general
vc-1705-168,1705-06-17,1705,1,1,0,0,general
vc-1705-169,1705-06-18,1705,1,1,0,0,general
vc-1705-170,1705-06-19,1705,1,1,0,0,soldiers_sailors
vc-1705-171,1705-06-20,1705,1,1,0,0,soldiers_sailors
vc-1705-172,1705-06-21,1705,1,1,0,0,general
vc-1705-173,1705-06-22,1705,1,1,0,0,private_slaves
vc-1705-174,1705-06-23,1705,1,1,0,0,general
vc-1705-175,1705-06-24,1705,1,1,0,0,general
vc-1705-176,1705-06-25,1705,1,0,0,0,
vc-1705-177,1705-06-26,1705,1,1,0,0,general
vc-1705-178,1705-06-27,1705,1,0,0,0,
vc-1705-179,1705-06-28,1705,1,1,0,0,general
vc-1705-180,1705-06-29,1705,1,1,0,0,general
vc-1705-181,1705-06-30,1705,1,1,0,0,soldiers_sailors
vc-1705-182,1705-07-01,1705,1,0,0,0,
vc-1705-183,1705-07-02,1705,1,1,0,0,general
vc-1705-184,1705-07-03,1705,1,0,0,0,
vc-1705-185,1705-07-04,1705,1,1,0,0,settlers
vc-1705-186,1705-07-05,1705,1,0,0,0,
vc-1705-187,1705-07-06,1705,1,0,0,0,
vc-1705-188,1705-07-07,1705,1,1,0,0,general
vc-1705-189,1705-07-08,1705,1,1,0,0,general
vc-1705-190,1705-07-09,1705,1,0,0,0,
vc-1705-191,1705-07-10,1705,1,0,0,0,
vc-1705-192,1705-07-11,1705,1,1,0,0,company_slaves|khoesan|settlers
vc-1705-193,1705-07-12,1705,1,1,0,0,general
vc-1705-194,1705-07-13,1705,1,1,0,0,soldiers_sailors|settlers
vc-1705-195,1705-07-14,1705,1,0,0,0,
vc-1705-196,1705-07-15,1705,1,1,0,0,general
vc-1705-197,1705-07-16,1705,1,1,0,0,general
vc-1705-198,1705-07-17,1705,1,1,0,0,general
vc-1705-199,1705-07-18,1705,1,0,0,0,
vc-1705-200,1705-07-19,1705,1,1,0,0,general
vc-1705-201,1705-07-20,1705,1,0,0,0,
vc-1705-202,1705-07-21,1705,1,1,0,0,general
vc-1705-203,1705-07-22,1705,1,0,0,0,
vc-1705-204,1705-07-23,1705,1,0,0,0,
vc-1705-205,1705-07-24,1705,1,0,0,0,
vc-1705-206,1705-07-25,1705,1,1,0,0,settlers
vc-1705-207,1705-07-26,1705,1,1,0,0,general
vc-1705-208,1705-07-27,1705,1,0,0,0,
vc-1705-209,1705-07-28,1705,1,0,0,0,
vc-1705-210,1705-07-29,1705,1,1,0,0,general
vc-1705-211,1705-07-30,1705,1,1,0,0,general
vc-1705-212,1705-07-31,1705,1,1,0,0,general
vc-1705-213,1705-08-01,1705,1,1,0,0,general
vc-1705-214,1705-08-02,1705,1,1,0,0,general
vc-1705-215,1705-08-03,1705,1,1,0,0,soldiers_sailors
vc-1705-216,1705-08-04,1705,1,0,0,0,
vc-1705-217,1705-08-05,1705,1,1,0,0,soldiers_sailors
vc-1705-218,1705-08-06,1705,1,1,0,0,soldiers_sailors
vc-1705-219,1705-08-07,1705,1,1,0,0,general
vc-1705-220,1705-08-08,1705,1,0,0,0,
vc-1705-221,1705-08-09,1705,1,1,0,0,general
vc-1705-222,1705-08-10,1705,1,1,0,0,general
vc-1705-223,1705-08-11,1705,1,1,0,0,general
vc-1705-224,1705-08-12,1705,1,0,0,0,
vc-1705-225,1705-08-13,1705,1,0,0,0,
vc-1705-226,1705-08-14,1705,1,0,0,0,
vc-1705-227,1705-08-15,1705,1,1,0,0,general
vc-1705-228,1705-08-16,1705,1,1,0,0,general
vc-1705-229,1705-08-17,1705,1,0,0,0,
vc-1705-230,1705-08-18,1705,1,0,0,0,
vc-1705-231,1705-08-19,1705,1,0,0,0,
vc-1705-232,1705-08-20,1705,1,1,0,0,general
vc-1705-233,1705-08-21,1705,1,1,0,0,general
vc-1705-234,1705-08-22,1705,1,0,0,0,
vc-1705-235,1705-08-23,1705,1,1,0,0,general
vc-1705-236,1705-08-24,1705,1,1,0,0,general
vc-1705-237,1705-08-25,1705,1,0,0,0,
vc-1705-238,1705-08-26,1705,1,0,0,0,
vc-1705-239,1705-08-27,1705,1,0,0,0,
vc-1705-240,1705-08-28,1705,1,0,0,0,
vc-1705-241,1705-08-29,1705,1,1,0,0,general
vc-1705-242,1705-08-30,1705,1,1,0,0,general
vc-1705-243,1705-08-31,1705,1,1,0,0,settlers
vc-1705-244,1705-09-01,1705,1,1,0,0,khoesan|settlers
vc-1705-245,1705-09-02,1705,1,0,0,0,
vc-1705-246,1705-09-03,1705,1,1,0,0,settlers
vc-1705-247,1705-09-04,1705,1,1,0,0,general
vc-1705-248,1705-09-05,1705,1,0,0,0,
vc-1705-249,1705-09-06,1705,1,1,0,0,general
vc-1705-250,1705-09-07,1705,1,0,0,0,
vc-1705-251,1705-09-08,1705,1,0,0,0,
vc-1705-252,1705-09-09,1705,1,0,0,0,
vc-1705-253,1705-09-10,1705,1,1,0,0,general
vc-1705-254,1705-09-11,1705,1,1,0,0,general
vc-1705-255,1705-09-12,1705,1,1,0,0,settlers
vc-1705-256,1705-09-13,1705,1,1,0,0,general
vc-1705-257,1705-09-14,1705,1,0,0,0,
vc-1705-258,1705-09-15,1705,1,0,0,0,
vc-1705-259,1705-09-16,1705,1,0,0,0,
vc-1705-260,1705-09-17,1705,1,0,0,0,
vc-1705-261,1705-09-18,1705,1,0,0,0,
vc-1705-262,1705-09-19,1705,1,0,0,0,
vc-1705-263,1705-09-20,1705,1,1,0,0,general
vc-1705-264,1705-09-21,1705,1,0,0,0,
vc-1705-265,1705-09-22,1705,1,0,0,0,
vc-1705-266,1705-09-23,1705,1,0,0,0,
vc-1705-267,1705-09-24,1705,1,0,0,0,
vc-1705-268,1705-09-25,1705,1,0,0,0,
vc-1705-269,1705-09-26,1705,1,1,0,0,khoesan
vc-1705-270,1705-09-27,1705,1,1,0,0,general
vc-1705-271,1705-09-28,1705,1,1,0,0,general
vc-1705-272,1705-09-29,1705,1,1,0,0,settlers
vc-1705-273,1705-09-30,1705,1,1,0,0,general
vc-1705-274,1705-10-01,1705,1,1,0,1,soldiers_sailors
vc-1705-275,1705-10-02,1705,1,1,0,1,soldiers_sailors
vc-1705-276,1705-10-03,1705,1,1,0,0,general
vc-1705-277,1705-10-04,1705,1,1,0,0,general
vc-1705-278,1705-10-05,1705,1,1,0,0,general
vc-1705-279,1705-10-06,1705,1,0,0,0,
vc-1705-280,1705-10-07,1705,1,1,0,0,company_slaves
vc-1705-281,1705-10-08,1705,1,1,0,0,general
vc-1705-282,1705-10-09,1705,1,0,0,0,
vc-1705-283,1705-10-10,1705,1,1,0,0,general
vc-1705-284,1705-10-11,1705,1,1,0,0,general
vc-1705-285,1705-10-12,1705,1,1,0,0,soldiers_sailors|settlers
vc-1705-286,1705-10-13,1705,1,1,0,0,khoesan
vc-1705-287,1705-10-14,1705,1,0,0,0,
vc-1705-288,1705-10-15,1705,1,1,0,0,general
vc-1705-289,1705-10-16,1705,1,1,0,0,khoesan|soldiers_sailors
vc-1705-290,1705-10-17,1705,1,0,0,0,
vc-1705-291,1705-10-18,1705,1,0,0,0,
vc-1705-292,1705-10-19,1705,1,1,0,0,general
vc-1705-293,1705-10-20,1705,1,1,0,1,general
vc-1705-294,1705-10-21,1705,1,1,0,0,general
vc-1705-295,1705-10-22,1705,1,1,0,0,general
vc-1705-296,1705-10-23,1705,1,1,0,0,general
vc-1705-297,1705-10-24,1705,1,1,0,0,general
vc-1705-298,1705-10-25,1705,1,1,0,0,soldiers_sailors
vc-1705-299,1705-10-26,1705,1,1,0,0,general
vc-1705-300,1705-10-27,1705,1,0,0,0,
vc-1705-301,1705-10-28,1705,1,0,0,0,
vc-1705-302,1705-10-29,1705,1,0,0,0,
vc-1705-303,1705-10-30,1705,1,1,0,0,general
vc-1705-304,1705-10-31,1705,1,0,0,0,
vc-1705-305,1705-11-01,1705,1,0,0,0,
vc-1705-306,1705-11-02,1705,1,0,0,0,
vc-1705-307,1705-11-03,1705,1,1,0,1,soldiers_sailors|settlers
vc-1705-308,1705-11-04,1705,1,0,0,0,
vc-1705-309,1705-11-05,1705,1,1,0,0,settlers
vc-1705-310,1705-11-06,1705,1,1,0,0,general
vc-1705-311,1705-11-07,1705,1,0,0,0,
vc-1705-312,1705-11-08,1705,1,0,0,0,
vc-1705-313,1705-11-09,1705,1,0,0,0,
vc-1705-314,1705-11-10,1705,1,1,0,0,soldiers_sailors
vc-1705-315,1705-11-11,1705,1,1,0,0,private_slaves|soldiers_sailors|settlers
vc-1705-316,1705-11-12,1705,1,1,0,0,general
vc-1705-317,1705-11-13,1705,1,0,0,0,
vc-1705-318,1705-11-14,1705,1,1,0,0,general
vc-1705-319,1705-11-15,1705,1,1,0,0,general
vc-1705-320,1705-11-16,1705,1,0,0,0,
vc-1705-321,1705-11-17,1705,1,0,0,0,
vc-1705-322,1705-11-18,1705,1,0,0,0,
vc-1705-323,1705-11-19,1705,1,0,0,0,
vc-1705-324,1705-11-20,1705,1,0,0,0,
vc-1705-325,1705-11-21,1705,1,0,0,0,
vc-1705-326,1705-11-22,1705,1,0,0,0,
vc-1705-327,1705-11-23,1705,1,1,0,0,general
vc-1705-328,1705-11-24,1705,1,1,0,1,general
vc-1705-329,1705-11-25,1705,1,0,0,0,
vc-1705-330,1705-11-26,1705,1,0,0,0,
vc-1705-331,1705-11-27,1705,1,0,0,0,
vc-1705-332,1705-11-28,1705,1,1,0,0,khoesan
vc-1705-333,1705-11-29,1705,1,1,0,0,khoesan
vc-1705-334,1705-11-30,1705,1,1,0,0,general
vc-1705-335,1705-12-01,1705,1,1,0,0,khoesan
vc-1705-336,1705-12-02,1705,1,0,0,0,
vc-1705-337,1705-12-03,1705,1,0,0,0,
vc-1705-338,1705-12-04,1705,1,0,0,0,
vc-1705-339,1705-12-05,1705,1,1,0,0,khoesan|soldiers_sailors
vc-1705-340,1705-12-06,1705,1,1,0,0,general
vc-1705-341,1705-12-07,1705,1,0,0,0,
vc-1705-342,1705-12-08,1705,1,1,0,1,khoesan
vc-1705-343,1705-12-09,1705,1,0,0,0,
vc-1705-344,1705-12-10,1705,1,1,0,0,general
vc-1705-345,1705-12-11,1705,1,0,0,0,
vc-1705-346,1705-12-12,1705,1,0,0,0,
vc-1705-347,1705-12-13,1705,1,1,0,0,general
vc-1705-348,1705-12-14,1705,1,0,0,0,
vc-1705-349,1705-12-15,1705,1,0,0,0,
vc-1705-350,1705-12-16,1705,1,0,0,0,
vc-1705-351,1705-12-17,1705,1,0,0,0,
vc-1705-352,1705-12-18,1705,1,0,0,0,
vc-1705-353,1705-12-19,1705,1,1,0,1,company_slaves|settlers
vc-1705-354,1705-12-20,1705,1,1,0,0,general
vc-1705-355,1705-12-21,1705,1,0,0,0,
vc-1705-356,1705-12-22,1705,1,0,0,0,
vc-1705-357,1705-12-23,1705,1,0,0,0,
vc-1705-358,1705-12-24,1705,1,0,0,0,
vc-1705-359,1705-12-25,1705,1,1,0,0,general
vc-1705-360,1705-12-26,1705,1,1,0,0,general
vc-1705-361,1705-12-27,1705,1,1,0,0,general
vc-1705-362,1705-12-28,1705,1,1,0,0,private_slaves|settlers
vc-1705-363,1705-12-29,1705,1,1,0,0,company_slaves|settlers
vc-1705-364,1705-12-30,1705,1,0,0,0,
vc-1705-365,1705-12-31,1705,1,1,0,0,general
vc-1706-1,1706-01-01,1706,1,0,0,0,
vc-1706-2,1706-01-02,1706,1,0,0,0,
vc-1706-3,1706-01-03,1706,1,1,0,0,general
vc-1706-4,1706-01-04,1706,1,1,0,0,general
vc-1706-5,1706-01-05,1706,1,0,0,0,
vc-1706-6,1706-01-06,1706,1,0,0,0,
vc-1706-7,1706-01-07,1706,1,0,0,0,
vc-1706-8,1706-01-08,1706,1,1,0,0,general
vc-1706-9,1706-01-09,1706,1,1,0,1,private_slaves
vc-1706-10,1706-01-10,1706,1,1,0,0,private_slaves
vc-1706-11,1706-01-11,1706,1,0,0,0,
vc-1706-12,1706-01-12,1706,1,1,0,0,soldiers_sailors
vc-1706-13,1706-01-13,1706,1,0,0,0,
vc-1706-14,1706-01-14,1706,1,1,0,0,general
vc-1706-15,1706-01-15,1706,1,0,0,0,
vc-1706-16,1706-01-16,1706,1,0,0,0,
vc-1706-17,1706-01-17,1706,1,0,0,0,
vc-1706-18,1706-01-18,1706,1,0,0,0,
vc-1706-19,1706-01-19,1706,1,0,0,0,
vc-1706-20,1706-01-20,1706,1,1,0,0,general
vc-1706-21,1706-01-21,1706,1,0,0,0,
vc-1706-22,1706-01-22,1706,1,0,0,0,
vc-1706-23,1706-01-23,1706,1,0,0,0,
vc-1706-24,1706-01-24,1706,1,1,0,0,general
vc-1706-25,1706-01-25,1706,1,0,0,0,
vc-1706-26,1706-01-26,1706,1,0,0,0,
vc-1706-27,1706-01-27,1706,1,0,0,0,
vc-1706-28,1706-01-28,1706,1,0,0,0,
vc-1706-29,1706-01-29,1706,1,0,0,0,
vc-1706-30,1706-01-30,1706,1,1,0,1,general
vc-1706-31,1706-01-31,1706,1,1,0,0,general
vc-1706-32,1706-02-01,1706,1,0,0,0,
vc-1706-33,1706-02-02,1706,1,1,0,0,general
vc-1706-34,1706-02-03,1706,1,1,0,0,general
vc-1706-35,1706-02-04,1706,1,1,0,1,general
vc-1706-36,1706-02-05,1706,1,1,0,1,general
vc-1706-37,1706-02-06,1706,1,1,0,0,general
vc-1706-38,1706-02-07,1706,1,1,0,1,general
vc-1706-39,1706-02-08,1706,1,0,0,0,
vc-1706-40,1706-02-09,1706,1,1,0,0,general
vc-1706-41,1706-02-10,1706,1,1,0,0,general
vc-1706-42,1706-02-11,1706,1,1,0,0,private_slaves|soldiers_sailors
vc-1706-43,1706-02-12,1706,1,1,0,0,general
vc-1706-44,1706-02-13,1706,1,0,0,0,
vc-1706-45,1706-02-14,1706,1,0,0,0,
vc-1706-46,1706-02-15,1706,1,1,0,0,general
vc-1706-47,1706-02-16,1706,1,1,0,0,soldiers_sailors
vc-1706-48,1706-02-17,1706,1,1,0,0,soldiers_sailors
vc-1706-49,1706-02-18,1706,1,0,0,0,
vc-1706-50,1706-02-19,1706,1,0,0,0,
vc-1706-51,1706-02-20,1706,1,0,0,0,
vc-1706-52,1706-02-21,1706,1,0,0,0,
vc-1706-53,1706-02-22,1706,1,1,0,0,general
vc-1706-54,1706-02-23,1706,1,1,0,0,general
vc-1706-55,1706-02-24,1706,1,1,0,0,general
vc-1706-56,1706-02-25,1706,1,1,0,0,general
vc-1706-57,1706-02-26,1706,1,1,0,0,general
vc-1706-58,1706-02-27,1706,1,1,0,1,general
vc-1706-59,1706-02-28,1706,1,1,0,0,settlers
vc-1706-60,1706-03-01,1706,1,0,0,0,
vc-1706-61,1706-03-02,1706,1,0,0,0,
vc-1706-62,1706-03-03,1706,1,0,0,0,
vc-1706-63,1706-03-04,1706,1,1,0,0,general
vc-1706-64,1706-03-05,1706,1,0,0,0,
vc-1706-65,1706-03-06,1706,1,1,0,0,general
vc-1706-66,1706-03-07,1706,1,1,0,0,general
vc-1706-67,1706-03-08,1706,1,1,0,0,general
vc-1706-68,1706-03-09,1706,1,0,0,0,
vc-1706-69,1706-03-10,1706,1,1,0,0,general
vc-1706-70,1706-03-11,1706,1,0,0,0,
vc-1706-71,1706-03-12,1706,1,1,0,0,soldiers_sailors|settlers
vc-1706-72,1706-03-13,1706,1,0,0,0,
vc-1706-73,1706-03-14,1706,1,1,0,0,soldiers_sailors
vc-1706-74,1706-03-15,1706,1,0,0,0,
vc-1706-75,1706-03-16,1706,1,0,0,0,
vc-1706-76,1706-03-17,1706,1,1,0,0,general
vc-1706-77,1706-03-18,1706,1,0,0,0,
vc-1706-78,1706-03-19,1706,1,0,0,0,
vc-1706-79,1706-03-20,1706,1,0,0,0,
vc-1706-80,1706-03-21,1706,1,0,0,0,
vc-1706-81,1706-03-22,1706,1,0,0,0,
vc-1706-82,1706-03-23,1706,1,0,0,0,
vc-1706-83,1706-03-24,1706,1,0,0,0,
vc-1706-84,1706-03-25,1706,1,1,0,1,general
vc-1706-85,1706-03-26,1706,1,1,0,0,general
vc-1706-86,1706-03-27,1706,1,0,0,0,
vc-1706-87,1706-03-28,1706,1,1,0,0,general
vc-1706-88,1706-03-29,1706,1,1,0,0,settlers
vc-1706-89,1706-03-30,1706,1,0,0,0,
vc-1706-90,1706-03-31,1706,1,0,0,0,
vc-1706-91,1706-04-01,1706,1,0,0,0,
vc-1706-92,1706-04-02,1706,1,1,0,0,general
vc-1706-93,1706-04-03,1706,1,0,0,0,
vc-1706-94,1706-04-04,1706,1,1,0,0,general
vc-1706-95,1706-04-05,1706,1,1,0,0,general
vc-1706-96,1706-04-06,1706,1,0,0,0,
vc-1706-97,1706-04-07,1706,1,1,0,0,general
vc-1706-98,1706-04-08,1706,1,0,0,0,
vc-1706-99,1706-04-09,1706,1,0,0,0,
vc-1706-100,1706-04-10,1706,1,0,0,0,
vc-1706-101,1706-04-11,1706,1,0,0,0,
vc-1706-102,1706-04-12,1706,1,0,0,0,
vc-1706-103,1706-04-13,1706,1,1,0,0,general
vc-1706-104,1706-04-14,1706,1,0,0,0,
vc-1706-105,1706-04-15,1706,1,1,0,0,general
vc-1706-106,1706-04-16,1706,1,1,0,0,general
vc-1706-107,1706-04-17,1706,1,1,0,0,general
vc-1706-108,1706-04-18,1706,1,0,0,0,
vc-1706-109,1706-04-19,1706,1,0,0,0,
vc-1706-110,1706-04-20,1706,1,0,0,0,
vc-1706-111,1706-04-21,1706,1,1,0,0,general
vc-1706-112,1706-04-22,1706,1,0,0,0,
vc-1706-113,1706-04-23,1706,1,1,0,0,general
vc-1706-114,1706-04-24,1706,1,0,0,0,
vc-1706-115,1706-04-25,1706,1,1,0,0,general
vc-1706-116,1706-04-26,1706,1,1,0,0,general
vc-1706-117,1706-04-27,1706,1,0,0,0,
vc-1706-118,1706-04-28,1706,1,0,0,0,
vc-1706-119,1706-04-29,1706,1,0,0,0,
vc-1706-120,1706-04-30,1706,1,0,0,0,
vc-1706-121,1706-05-01,1706,1,0,0,0,
vc-1706-122,1706-05-02,1706,1,0,0,0,
vc-1706-123,1706-05-03,1706,1,1,0,0,general
vc-1706-124,1706-05-04,1706,1,1,0,0,general
vc-1706-125,1706-05-05,1706,1,1,0,0,general
vc-1706-126,1706-05-06,1706,1,1,0,0,general
vc-1706-127,1706-05-07,1706,1,1,0,0,private_slaves
vc-1706-128,1706-05-08,1706,1,0,0,0,
vc-1706-129,1706-05-09,1706,1,0,0,0,
vc-1706-130,1706-05-10,1706,1,1,0,0,general
vc-1706-131,1706-05-11,1706,1,0,0,0,
vc-1706-132,1706-05-12,1706,1,1,0,0,private_slaves|settlers
vc-1706-133,1706-05-13,1706,1,0,0,0,
vc-1706-134,1706-05-14,1706,1,1,0,0,private_slaves
vc-1706-135,1706-05-15,1706,1,1,0,0,general
vc-1706-136,1706-05-16,1706,1,1,0,0,private_slaves
vc-1706-137,1706-05-17,1706,1,0,0,0,
vc-1706-138,1706-05-18,1706,1,1,0,0,private_slaves
vc-1706-139,1706-05-19,1706,1,1,0,0,general
vc-1706-140,1706-05-20,1706,1,0,0,0,
vc-1706-141,1706-05-21,1706,1,1,0,0,general
vc-1706-142,1706-05-22,1706,1,1,0,0,general
vc-1706-143,1706-05-23,1706,1,0,0,0,
vc-1706-144,1706-05-24,1706,1,1,0,0,general
vc-1706-145,1706-05-25,1706,1,0,0,0,
vc-1706-146,1706-05-26,1706,1,1,0,0,general
vc-1706-147,1706-05-27,1706,1,0,0,0,
vc-1706-148,1706-05-28,1706,1,1,0,0,private_slaves
vc-1706-149,1706-05-29,1706,1,0,0,0,
vc-1706-150,1706-05-30,1706,1,0,0,0,
vc-1706-151,1706-05-31,1706,1,1,0,0,general
vc-1706-152,1706-06-01,1706,1,1,0,0,private_slaves|settlers
vc-1706-153,1706-06-02,1706,1,1,0,0,general
vc-1706-154,1706-06-03,1706,1,1,0,0,general
vc-1706-155,1706-06-04,1706,1,0,0,0,
vc-1706-156,1706-06-05,1706,1,1,0,0,general
vc-1706-157,1706-06-06,1706,1,1,0,0,private_slaves|khoesan
vc-1706-158,1706-06-07,1706,1,1,0,0,general
vc-1706-159,1706-06-08,1706,1,1,0,1,general
vc-1706-160,1706-06-09,1706,1,0,0,0,
vc-1706-161,1706-06-10,1706,1,1,0,0,general
vc-1706-162,1706-06-11,1706,1,1,0,0,general
vc-1706-163,1706-06-12,1706,1,0,0,0,
vc-1706-164,1706-06-13,1706,1,0,0,0,
vc-1706-165,1706-06-14,1706,1,1,0,0,general
vc-1706-166,1706-06-15,1706,1,1,0,0,general
